frequency_hz,channel_1_raw_unit2_per_hz,channel_2_raw_unit2_per_hz,channel_3_raw_unit2_per_hz,channel_4_raw_unit2_per_hz,channel_5_raw_unit2_per_hz,channel_6_raw_unit2_per_hz,channel_7_raw_unit2_per_hz,channel_8_raw_unit2_per_hz,channel_9_raw_unit2_per_hz,channel_10_raw_unit2_per_hz,channel_11_raw_unit2_per_hz,channel_12_raw_unit2_per_hz,channel_13_raw_unit2_per_hz,channel_14_raw_unit2_per_hz,channel_15_raw_unit2_per_hz,channel_16_raw_unit2_per_hz,channel_17_raw_unit2_per_hz,channel_18_raw_unit2_per_hz,channel_19_raw_unit2_per_hz,channel_20_raw_unit2_per_hz,channel_21_raw_unit2_per_hz,channel_22_raw_unit2_per_hz,channel_23_raw_unit2_per_hz,channel_24_raw_unit2_per_hz,channel_25_raw_unit2_per_hz,channel_26_raw_unit2_per_hz,channel_27_raw_unit2_per_hz,channel_28_raw_unit2_per_hz,channel_29_raw_unit2_per_hz,channel_30_raw_unit2_per_hz,channel_31_raw_unit2_per_hz,channel_32_raw_unit2_per_hz,channel_33_raw_unit2_per_hz,channel_34_raw_unit2_per_hz,channel_35_raw_unit2_per_hz,channel_36_raw_unit2_per_hz,channel_37_raw_unit2_per_hz,channel_38_raw_unit2_per_hz,channel_39_raw_unit2_per_hz,channel_40_raw_unit2_per_hz,channel_41_raw_unit2_per_hz,channel_42_raw_unit2_per_hz,channel_43_raw_unit2_per_hz,channel_44_raw_unit2_per_hz,channel_45_raw_unit2_per_hz,channel_46_raw_unit2_per_hz,channel_47_raw_unit2_per_hz,channel_48_raw_unit2_per_hz,channel_49_raw_unit2_per_hz,channel_50_raw_unit2_per_hz,channel_51_raw_unit2_per_hz,channel_52_raw_unit2_per_hz,channel_53_raw_unit2_per_hz,channel_54_raw_unit2_per_hz,channel_55_raw_unit2_per_hz,channel_56_raw_unit2_per_hz
4.210000000000000000e+02,5.477673516585614563e-14,8.476523603762669158e-10,1.242273185803500824e-10,1.246094477328209747e-13,1.974783604884341342e-10,2.263943566306005277e-09,4.750844987859376080e-11,1.900685661252144653e-08,9.782175390153967431e-09,4.540186660906911460e-08,3.103297572491930354e-09,1.132365023948252213e-08,4.177401641958196176e-09,1.045719814564438625e-08,3.190209512356236359e-09,6.325303525780155676e-08,5.182916692318399348e-10,1.611031254179509909e-08,1.236470694969396825e-08,5.666989013004297181e-08,5.522461349178810233e-09,3.164432284438093217e-08,5.599564626390987696e-08,1.211816597549686682e-08,2.362823385248839501e-08,2.043948764384092501e-08,3.222105965501526086e-09,2.599091220137181890e-08,2.065137307003287156e-09,1.659969594032215353e-08,5.310911790396809839e-09,3.055014196005620049e-08,1.050773237538288684e-13,1.378090243777212505e-09,5.231805387460126718e-10,3.662225787940102871e-08,1.365160040353276177e-07,3.842106196229929505e-08,9.086345314261856358e-09,7.522601605001465838e-09,2.425292400588923590e-08,1.888557253014643419e-08,1.274920085953252620e-08,2.152935749758872903e-08,1.627260424606215899e-07,7.554687932988332008e-09,2.089608552458084378e-09,1.280128593985341435e-09,1.251585833947192819e-09,1.627871567532780224e-09,9.873192205271120960e-09,3.451122483575961195e-09,3.002098621468752089e-09,6.387174598927969788e-10,1.767115877319023018e-08,8.993331564141404149e-09
4.220000000000000000e+02,6.316601778506808861e-14,8.614280452802602369e-10,1.169158080526159042e-10,1.316072506232026238e-13,2.056043969029578505e-10,2.234539464849468860e-09,5.096577053278649015e-11,1.961191908057367609e-08,1.018439030414657112e-08,4.354002270987832031e-08,2.221717368651763973e-09,9.985035875932696612e-09,3.226263115418206288e-09,1.266637675952731663e-08,3.760338443679165302e-09,7.322708110986815443e-08,1.047594615371880015e-09,1.460648728118891700e-08,1.209935068435446830e-08,5.863667221666319176e-08,5.055818463889394747e-09,3.279770713175836667e-08,6.124257125592223701e-08,1.113590070694249317e-08,2.357943995254697781e-08,1.714115549177760240e-08,2.825923212444842447e-09,2.515303349462404672e-08,1.970177622851637395e-09,1.607338860941435020e-08,5.017917804168165691e-09,3.287261522580883818e-08,9.153912230793305419e-14,1.152797456026782112e-09,5.576615098434809063e-10,3.935843754928846963e-08,1.614355192556415242e-07,4.001102217124276545e-08,1.039926090795097069e-08,7.143137807452240463e-09,2.316470163131859338e-08,1.976450021298707787e-08,1.385164527429260794e-08,2.454380035635344822e-08,1.556560368155190592e-07,7.682579445949644769e-09,1.689496204229793063e-09,8.483104482259273133e-10,1.247989715456976158e-09,1.756131623082174424e-09,1.059745842568475649e-08,3.627918930072498668e-09,2.554395118733005351e-09,5.967241569057659020e-10,2.065594949633302092e-08,1.234799865632625535e-08
4.230000000000000000e+02,5.705359203195930869e-14,8.954395160302383279e-10,1.217348038626199150e-10,1.406101447097605403e-13,1.994462799850388277e-10,2.183967511066681380e-09,6.162382991066682389e-11,2.095030853050555715e-08,9.076147583031424115e-09,3.472791978674749714e-08,1.982919291454819158e-09,7.732470758494072563e-09,2.927198343688469108e-09,1.095934501420372660e-08,3.161321381996340379e-09,7.504715503725567552e-08,1.475518733368880211e-09,1.182068768894911201e-08,1.009081705139809364e-08,5.473768120714819821e-08,4.391444632560988434e-09,3.188720824049875927e-08,5.761270154709968751e-08,1.081390351520868908e-08,1.983305899337123457e-08,1.722087729110080525e-08,3.108731670512484785e-09,2.414831725274926873e-08,1.942566268821766803e-09,1.482521242662603430e-08,4.049143009732432204e-09,3.211341643282925481e-08,9.100987770098871572e-14,1.131290680173848817e-09,5.218775197466187342e-10,3.609418615262042654e-08,1.637047153095380470e-07,3.645721835260890062e-08,1.115500103403585834e-08,6.956806513954967285e-09,1.709507308569423922e-08,1.919275419374668954e-08,1.279720640110087316e-08,2.082808178464201142e-08,1.254964477069147002e-07,6.135032779369445220e-09,1.505355866832590260e-09,7.267727209364362639e-10,1.202718935466540072e-09,1.894909156526571006e-09,1.010764894186668708e-08,3.416321748523658161e-09,2.243414644587534373e-09,6.281605780352597526e-10,2.033466255429149300e-08,1.688610424809948714e-08
4.240000000000000000e+02,6.136671980519089272e-14,7.426705145006956871e-10,1.254783985263118452e-10,1.417761646198574014e-13,2.120077910507454863e-10,1.761152131685189874e-09,5.158258230725353288e-11,2.001799204682937959e-08,9.322351102448118891e-09,3.866769890378084161e-08,2.082553281138204391e-09,8.505538920288002909e-09,3.241965790110542127e-09,1.131198459047377848e-08,2.656157183981359573e-09,7.453751376625584454e-08,1.350928830917367873e-09,1.213089989934804015e-08,9.645101547984081226e-09,6.689297188724507165e-08,4.298511033495681104e-09,3.719140537856907927e-08,5.253470003868919990e-08,1.209688070497150677e-08,1.589726139363312858e-08,1.838041024298180170e-08,3.312852052396783145e-09,2.466150861027401162e-08,2.059949150962441438e-09,1.684566103801910881e-08,3.906310755097532121e-09,3.104605692697907683e-08,9.501111081786154564e-14,9.701734705999848287e-10,5.274376061714492255e-10,3.546909937032158689e-08,1.515969978921785260e-07,3.075292495869744603e-08,1.033170895343243079e-08,6.581271290630864306e-09,1.624429495595226625e-08,1.922494195819638607e-08,1.282976705411719134e-08,2.101314446865482683e-08,1.255071042381705176e-07,5.670929686847310328e-09,1.700553039281850046e-09,5.730867805906849815e-10,1.160994305564057962e-09,1.907120254337806687e-09,9.894161760285503111e-09,3.181030727058202328e-09,2.598475582574845808e-09,5.687542250879707906e-10,1.794877550484259359e-08,1.726588950897138262e-08
4.250000000000000000e+02,7.680460470873876685e-14,6.953054053751603782e-10,1.294565858918592582e-10,1.404506044273147842e-13,1.827137004301948440e-10,1.726212429840738209e-09,4.029180883725838721e-11,1.614839873908681820e-08,9.947469958604277893e-09,3.898724673738754579e-08,2.338866412232302954e-09,9.371480471343374206e-09,3.696937729310342998e-09,1.301432404078100904e-08,2.430023762917567401e-09,9.030400702375331657e-08,6.336499235995774902e-10,1.265093294664060072e-08,8.839097652436274673e-09,6.637413933611010877e-08,4.488541422935843088e-09,3.527192126349647608e-08,4.526666985369084591e-08,1.205387470303860467e-08,1.455606040241847181e-08,1.825054290903683634e-08,3.499425792698089702e-09,2.310725024123118497e-08,1.852549795945434347e-09,1.724102559328444508e-08,3.796474720415995910e-09,3.346204158076095569e-08,1.008152016071337882e-13,1.173127785797631258e-09,4.861057094206461182e-10,3.203646389557970937e-08,1.347950539125564951e-07,2.764095019740623936e-08,1.020851431452134390e-08,5.289100571370390660e-09,1.967081839857180279e-08,1.695789830908815172e-08,1.415376635085694391e-08,2.371639523331775543e-08,1.368260000739892648e-07,6.207734663871363779e-09,1.813158591676332277e-09,7.209329223691308787e-10,1.233644275937931835e-09,2.002367695880913596e-09,7.885509101852114591e-09,2.787028962678330132e-09,2.487759060781655125e-09,5.318430647876183799e-10,1.292874759101906032e-08,1.284223453436815381e-08
4.260000000000000000e+02,7.446132751538769420e-14,7.989801542956060087e-10,1.196224523488304296e-10,1.667884399876719264e-13,1.708434591188221570e-10,1.960600822907545193e-09,4.724617502814182229e-11,1.589676154189313958e-08,9.029635781255159389e-09,3.472743884016519538e-08,2.080977915314750806e-09,8.618793318556282878e-09,3.540930476424624465e-09,1.183159526099212905e-08,2.294033861581249230e-09,1.055765981977702724e-07,5.916511427953330413e-10,1.491788946780205536e-08,9.774847024151131841e-09,6.443272545604038185e-08,4.134430815398860466e-09,3.684562097679717964e-08,5.481170832015070807e-08,1.203271389061918529e-08,1.874095124138105004e-08,1.905167580523359823e-08,2.935546553623658231e-09,2.199471429809279547e-08,1.952809145180223028e-09,1.227472637600120364e-08,3.081332847244449856e-09,3.437377225887012404e-08,1.069456348087665842e-13,1.241249547508257051e-09,4.772058545530287078e-10,3.469985022136284087e-08,1.273497893262590797e-07,3.205647126190914575e-08,1.134852498535105193e-08,5.162434513787719952e-09,1.756057709113721641e-08,1.772673790435690390e-08,1.302414807898976853e-08,2.091941898114413816e-08,1.164569622164854645e-07,5.644675293719624730e-09,1.751009541882295551e-09,9.240556924913283594e-10,1.202643596124835439e-09,2.292920216185033633e-09,8.627941857938002411e-09,2.953101378854524437e-09,2.638238106405551828e-09,5.654885578324581712e-10,1.257734880411607330e-08,1.406408161166867686e-08
4.270000000000000000e+02,6.819351006694799656e-14,8.746344613490362702e-10,1.023927653585156983e-10,1.772673077627776522e-13,1.488080593849669347e-10,1.887704357600746906e-09,4.466651202574301300e-11,1.675659932752853646e-08,9.320899407496465496e-09,3.155387243534397657e-08,2.185129274932378872e-09,7.927437294281942835e-09,3.733467375353014963e-09,1.307746752168379401e-08,2.437916807951365049e-09,1.130657782902347973e-07,5.590404008448755447e-10,1.428705618169519337e-08,1.305958883639886402e-08,7.260500896421026414e-08,4.517139656440419841e-09,3.895249526900383288e-08,5.926042154916491200e-08,1.050373143255351238e-08,2.161453938034795624e-08,1.629872895878157572e-08,2.392721604103511578e-09,1.839660881513145639e-08,1.815844400285139253e-09,1.311178968017129555e-08,2.705941308528637709e-09,3.142194695915165881e-08,1.098272057654602889e-13,1.341178033715218677e-09,4.654126769700639324e-10,3.366971587532271103e-08,1.480315360079879138e-07,3.325904436061963287e-08,1.216804302975059196e-08,5.585567800856518949e-09,1.715681517812608885e-08,2.063157507618510713e-08,1.427049229976697114e-08,2.249306516493707702e-08,1.298651896747939351e-07,4.503298094581015486e-09,2.088952849395099762e-09,1.064258062054570691e-09,1.334821788109904356e-09,2.063116950818697943e-09,9.516247832094751918e-09,3.120128039940495537e-09,2.568472158685479756e-09,5.404651719564571872e-10,1.416711975147444748e-08,1.532128829354257444e-08
4.280000000000000000e+02,6.814463527309189983e-14,7.136152636414882578e-10,1.088334717538576890e-10,1.564499040290928841e-13,1.539836318963097540e-10,2.029031640550932313e-09,3.794139100671696701e-11,1.692091738530123535e-08,9.964117388204290435e-09,3.584008848553143193e-08,3.306743837534330768e-09,7.884140659835828300e-09,4.890586300014933322e-09,1.658006578796206837e-08,2.753724164160623978e-09,1.225073067178749263e-07,8.424348989619568488e-10,1.387033509692436256e-08,1.465578009565407088e-08,6.817029622830114367e-08,5.050498226629670851e-09,3.750926082302206996e-08,6.130179831574367781e-08,1.169329930972269614e-08,2.013544003096417210e-08,1.695685761325234183e-08,2.821497836495029488e-09,1.901614138224116522e-08,1.952215318158561894e-09,1.377336557655976217e-08,2.434990890932903517e-09,3.281568808843403212e-08,1.043026542432703362e-13,1.439669928535856144e-09,5.205667424359657859e-10,3.142096141989590216e-08,1.729543708483864995e-07,3.394268055972081299e-08,1.282303353685733424e-08,5.121347934650434615e-09,1.602054654368040153e-08,2.964598951706908489e-08,1.711391676497600839e-08,2.396565251702309021e-08,1.424249301387824216e-07,5.228903966269120662e-09,3.099702026178354126e-09,1.273396806217234841e-09,1.607620868548330311e-09,2.103935952367338828e-09,9.849065951310096656e-09,3.160083655429363769e-09,3.189835389893408015e-09,4.932198649186313776e-10,1.615026816415382556e-08,1.830134416123974596e-08
4.290000000000000000e+02,6.242232878922761624e-14,5.182354663508165698e-10,1.233618816219841099e-10,1.488005617839180424e-13,2.070813619885176684e-10,2.508734174147879858e-09,3.941063140670446574e-11,1.794844071735466235e-08,9.280418970265021486e-09,3.779929434793827239e-08,3.699595064327908476e-09,7.673987783144329737e-09,4.959675010847831881e-09,1.695938846543269754e-08,2.782169290664323702e-09,1.161157184150875578e-07,1.290432358654035310e-09,1.706092471653617807e-08,2.129805731972106438e-08,7.237559870185125850e-08,7.980975249062976435e-09,4.425628310402141990e-08,8.555587501856320197e-08,1.532504102504164872e-08,2.731519500647737282e-08,1.987136717892536795e-08,4.509173095567245604e-09,2.427854919000590172e-08,2.448335920721855568e-09,1.458090188004582960e-08,3.542610431672566317e-09,3.797895321600765591e-08,1.019879793997269220e-13,1.564931249636532577e-09,7.656369240604948849e-10,4.207357735889492478e-08,2.853991484521237750e-07,4.529524280915436243e-08,2.006357937844295372e-08,6.228912438154178167e-09,1.486198604673535538e-08,3.173457266296106279e-08,1.572433768224727717e-08,2.431279918716558762e-08,1.414375548397565330e-07,4.260201605884171958e-09,2.532900215446665575e-09,1.395617317537049707e-09,1.281761460765616266e-09,1.988173441083049281e-09,1.166093620409502099e-08,3.154245777881502935e-09,2.884660834262847183e-09,5.353099263131190945e-10,1.909885037466022169e-08,1.640809166686631594e-08
4.300000000000000000e+02,6.296168437204302547e-14,4.114262425449912391e-10,9.528956636035843846e-11,1.325422333066371297e-13,1.622049723256669982e-10,2.115896213320812083e-09,4.164077564761435105e-11,2.135029657862505196e-08,7.319821042513682499e-09,3.439465875721139783e-08,3.049003317135961183e-09,5.704460998827682283e-09,3.864011485254418087e-09,1.453260486301079079e-08,1.997743178184241641e-09,8.960349946092276740e-08,1.265548094770344812e-09,1.538408462964599217e-08,1.675207423349020759e-08,5.776970229693983197e-08,5.691194173628778311e-09,3.230436556073031513e-08,5.748605987654599547e-08,1.187404053419199434e-08,2.209932849191273991e-08,1.903173748790540381e-08,3.769646542938169523e-09,1.979620991152843253e-08,1.957774206999410486e-09,1.302005940434290256e-08,3.098525906344545595e-09,3.367078017713178824e-08,8.923814812906875038e-14,1.661193439664882198e-09,5.487089862120407519e-10,3.036117507644771711e-08,1.943201647627280442e-07,3.249893027454168493e-08,1.818628450765051860e-08,4.628935148121646999e-09,1.103045738091137839e-08,2.814948962914999371e-08,1.223665901656345745e-08,2.030204842750070898e-08,1.059616316284085333e-07,2.968712591774746544e-09,1.610791433419012859e-09,7.300959358892018688e-10,1.038644294735553095e-09,1.730400132873333351e-09,9.185931729215744678e-09,2.185042705990517029e-09,2.418897629430263617e-09,4.210235224940269659e-10,1.303369815411456843e-08,1.173070230017526834e-08
4.310000000000000000e+02,5.785900613524820298e-14,4.464404452547753284e-10,1.094719617996042193e-10,1.776968060426788362e-13,1.373686257583220538e-10,2.497916190305661206e-09,4.700484800253141142e-11,2.245143543813350285e-08,7.200292601782731138e-09,3.303867196186466783e-08,3.194580902478992697e-09,4.964274211886549375e-09,3.690251641440398569e-09,1.259418205225499306e-08,1.971043920050835147e-09,7.774945479846306828e-08,1.236554877387801944e-09,1.481513185297879699e-08,1.500361822677499992e-08,6.315635071034893356e-08,4.598427751339970469e-09,3.288231451355141433e-08,5.403632538179952787e-08,1.196167845006217494e-08,1.774528950386294575e-08,1.253707533425309509e-08,3.737182682666079689e-09,1.713552096504291211e-08,1.578435847832749470e-09,1.445225204444702678e-08,3.118372182504303003e-09,2.885969381485488996e-08,8.663306390593788831e-14,1.256418428925406488e-09,4.803197597482228870e-10,2.728373678714677809e-08,1.652624879952394212e-07,3.157208641794222329e-08,1.848615207807883505e-08,4.953900478353189376e-09,1.075145792394250477e-08,3.051382321214878944e-08,1.173204984253620766e-08,1.697539386184312743e-08,8.457473025045231774e-08,3.408372297643494160e-09,1.741904470169792894e-09,7.200815508600234434e-10,1.013954138505236279e-09,2.113472219444169067e-09,8.525740809456672678e-09,1.900321721914379371e-09,2.574015041684140968e-09,3.115114850049177340e-10,1.175460046993275244e-08,1.162646264481459706e-08
4.320000000000000000e+02,6.534750190928290394e-14,7.877981223480751181e-10,1.050171151446046110e-10,1.979853627514676230e-13,1.530113063308811254e-10,2.423065756641570738e-09,4.815463938121599424e-11,2.266743276531883426e-08,9.359247014241251582e-09,3.907759602410942090e-08,4.277830349155714130e-09,6.720188918960585811e-09,4.782344935226301325e-09,1.453145074184117861e-08,2.603982771850144610e-09,1.003250797171452246e-07,1.538023107765940705e-09,1.446178204674458594e-08,1.660361973191493804e-08,6.657142571579338530e-08,4.438835574028985276e-09,3.279479642427917849e-08,5.233459784753362217e-08,1.128425144999309163e-08,1.840322029021286037e-08,1.027199916374704016e-08,4.151183438028799805e-09,1.786679545407548472e-08,1.675382589660674607e-09,1.463905975385276372e-08,3.497980373526183834e-09,2.584565436680692051e-08,9.658101299168207802e-14,1.256841149552019173e-09,4.940384807308543274e-10,2.889014813579202422e-08,1.701879452108585826e-07,3.316060870065625296e-08,1.891644706557300829e-08,5.320671343460787782e-09,1.112398397915845398e-08,3.309596958252382856e-08,1.138432095440548301e-08,2.063730071536781108e-08,1.000671451095573608e-07,3.586830071143777593e-09,2.244940614729195392e-09,1.429563367297034623e-09,8.435050323328118722e-10,2.092368461301154326e-09,8.556413515088085502e-09,1.681256952308287517e-09,2.490823252884530262e-09,2.741859306635811686e-10,1.318702249177704695e-08,1.248533991129349338e-08
4.330000000000000000e+02,5.773069129897228059e-14,9.620254400909944068e-10,1.183408334578645133e-10,1.510493304943509368e-13,1.140825626544975745e-10,2.370852130756823229e-09,4.799257475997174191e-11,2.141877614195557461e-08,8.698630997994520960e-09,3.939399417174908552e-08,4.967993699753323849e-09,7.131207892028047238e-09,5.029073363747816349e-09,1.520914157556582540e-08,2.467685166526225215e-09,1.161775073401019476e-07,1.252719601925218072e-09,1.276112740839410163e-08,1.528400008956150819e-08,6.868975647687245868e-08,4.573169871780415979e-09,3.544269903348953386e-08,4.230099681987848192e-08,1.250410888814759764e-08,1.882242691956975673e-08,1.249017163316257051e-08,4.531108121236279722e-09,1.759512680252450604e-08,1.587936371664625874e-09,1.367152760777449346e-08,3.190511722037439514e-09,2.779941178628621751e-08,1.068794398588043436e-13,1.525377308874223079e-09,5.752690534303258862e-10,2.503198086701065838e-08,2.073393158153868227e-07,3.095235444016023281e-08,2.242420351117278462e-08,5.293821030927686018e-09,9.107828192579598695e-09,4.030132145144752844e-08,9.995897221412828425e-09,1.970246913948337442e-08,1.140111232370062612e-07,3.181063750754585722e-09,2.926789097181524446e-09,3.677203699244322141e-09,9.664290019081272431e-10,2.247116285139206521e-09,6.830866772329555974e-09,1.540325446296825093e-09,2.142187880854085995e-09,2.984375998430450796e-10,1.046042544233361712e-08,1.014906816236396934e-08
4.340000000000000000e+02,4.478292987537093480e-14,8.243630075426634345e-10,1.162865644764456675e-10,1.676787826987748862e-13,9.942307883004186638e-11,2.991746744695987147e-09,4.281201729068113511e-11,2.422129752058374385e-08,1.061491114290024599e-08,4.449551451965959760e-08,8.486313939569651847e-09,5.741773396312087165e-09,6.520141791155220279e-09,1.564809087479150846e-08,2.589320179405413770e-09,1.365770842290293772e-07,7.553193784029791027e-10,1.499705971198000327e-08,1.662321254779773430e-08,5.833028858244667440e-08,4.579203770412026220e-09,3.399448372748471387e-08,4.022817047471022768e-08,1.309142295327385304e-08,2.008167741049527803e-08,1.619961062028807798e-08,4.976571391704344130e-09,1.832639521797947375e-08,1.648642716585662017e-09,1.207962545621939585e-08,2.732896282803745556e-09,3.359333191763987144e-08,1.090283648250883592e-13,1.672584473188131807e-09,6.205078074343508776e-10,2.768387524747482509e-08,2.216943282178350614e-07,3.180271034108223839e-08,2.523048010880622844e-08,5.559952097881704047e-09,8.639159721615777974e-09,3.294757642376140723e-08,8.899207993800811640e-09,1.993263182490201655e-08,1.237847798572381445e-07,3.236721402470840186e-09,3.697400571137277728e-09,9.324860989104685824e-09,9.513014312620108219e-10,2.315793860754248256e-09,7.215403435116292724e-09,1.967896763055779965e-09,2.528636967772510984e-09,3.692003955870302581e-10,1.099214636738233659e-08,1.000311639220419101e-08
4.350000000000000000e+02,5.744673121993854688e-14,9.772889888323043793e-10,1.165688995771761635e-10,1.886433508866678507e-13,1.121340208292269011e-10,3.475356579730991297e-09,5.019978046010026892e-11,2.974143653452389158e-08,1.681250474483058425e-08,5.269099998427871625e-08,3.376575141782551347e-08,5.648005072267309483e-09,1.907793975470708152e-08,1.656041862392968842e-08,4.481829893389538561e-09,1.696731237640514947e-07,7.372028156326451299e-10,2.236972049246109215e-08,2.528187500524134478e-08,6.750079719124703774e-08,6.064606259106580517e-09,4.194958242163173353e-08,5.079188017943535095e-08,1.493549916812869266e-08,3.616764539227588617e-08,2.160850654763792207e-08,6.474922015461145532e-09,2.084473619099845612e-08,2.028963216745950326e-09,1.238572296414789311e-08,3.038909938727069070e-09,3.943654858002561586e-08,8.918596902920144373e-14,1.957420714295793050e-09,7.591284589434928776e-10,3.871557590701434224e-08,2.868661913307132417e-07,4.443165640964018131e-08,3.240804584659237684e-08,7.287227793261367342e-09,8.465980176652388620e-09,4.165658846640250754e-08,8.527188817564190822e-09,2.087658885339798622e-08,3.022770644524438346e-07,4.663282708573488079e-09,1.290930961569719911e-08,4.638321085421711669e-08,1.295075704796073752e-09,2.606581477600098288e-09,8.988264303696814775e-09,2.595143309542188469e-09,4.054010594193682131e-09,5.978049405796969894e-10,1.357069696479969026e-08,1.222457159489639095e-08
4.360000000000000000e+02,7.652592228075340520e-14,1.229932887605265145e-09,1.343895339997680436e-10,1.791408424628355927e-13,1.631134984327985089e-10,3.248572885679045397e-09,7.422398947959205436e-11,3.205982040813624731e-08,1.523331080299834572e-08,4.588737023242731447e-08,3.375305157283611772e-08,5.706704513864699679e-09,1.927059660960696970e-08,1.779437731150133088e-08,4.344009511284752385e-09,1.665975796716601510e-07,1.534497742669076388e-09,2.220176434938578800e-08,2.732613004442559866e-08,9.414829530170970975e-08,7.154129674244369151e-09,5.225901260233894154e-08,5.297908493857664293e-08,1.581130665422647710e-08,3.996092315850773866e-08,2.380585096907391757e-08,7.621303541754454410e-09,2.425170848350957457e-08,2.740737545606626046e-09,1.473084310041812587e-08,3.707130046290924008e-09,3.735657152356171928e-08,1.064942281566226830e-13,1.991434049117438474e-09,8.434608631530833579e-10,4.223324028962422414e-08,3.183108957620888969e-07,4.537274842106390738e-08,3.207193584366154442e-08,7.475230020005596011e-09,8.484622437825083388e-09,5.244283700027023608e-08,9.877012460831709628e-09,2.139608776674598943e-08,3.471912249414619475e-07,3.934880211153293950e-09,1.295761584173074169e-08,4.724218076966869497e-08,1.154074090121270827e-09,2.913848083476819563e-09,9.193955142825567313e-09,2.707457697990432703e-09,4.480674290793503070e-09,5.119932016755490363e-10,1.483260739304492326e-08,1.158891103135009409e-08
4.370000000000000000e+02,7.657980909988944588e-14,1.217913634161861670e-09,1.329192411265956108e-10,1.874760899668125682e-13,1.259113642267011191e-10,3.320699973836966597e-09,6.378848363661413895e-11,2.893868108042748513e-08,9.976907140579469912e-09,3.992574300267274342e-08,6.273296640031178674e-09,5.169785415273010276e-09,6.691386885724432031e-09,1.381237978384077048e-08,2.547604641109507863e-09,1.083697317202492680e-07,1.965790786340185800e-09,2.134361951086271965e-08,2.080731663359603386e-08,7.902690162703990415e-08,4.755924116270289770e-09,4.011429068169235173e-08,3.786099037205713838e-08,1.268414173844953710e-08,2.259927838800014923e-08,1.727812247391502344e-08,6.924461161323584198e-09,2.072178273513509912e-08,2.436442559874336938e-09,1.590290131951151991e-08,2.789118432752741498e-09,3.304008923661958883e-08,1.198016679264964471e-13,1.858943155821597439e-09,5.564995402685174158e-10,3.132351708316813817e-08,1.944329147421505588e-07,3.520407846243675131e-08,2.263935401225270095e-08,5.495082652809025567e-09,7.168217649263901032e-09,4.928043915964653275e-08,8.451308704435540809e-09,1.621909241449031921e-08,1.272696650269177573e-07,3.256988389229400199e-09,3.237195032087349678e-09,5.334012247798470134e-09,7.423525455694872686e-10,3.519362818669732568e-09,6.981391454581540484e-09,2.132844980383297819e-09,3.124184561926356725e-09,3.303710546870590277e-10,1.316882229173865930e-08,1.000492390481161845e-08
4.380000000000000000e+02,6.473747336737367631e-14,1.087118680389302400e-09,1.201121681380668328e-10,1.908888640017465860e-13,1.009558881473352498e-10,3.583613298273903617e-09,3.348299491292634869e-11,2.303751097123269037e-08,9.875122494898118816e-09,4.105080917195897446e-08,5.189366486159338913e-09,5.090374449776652800e-09,5.130720344558782716e-09,1.328216754777315606e-08,2.623933542621768501e-09,1.082996542199399258e-07,2.159628710237128857e-09,2.077699009636418041e-08,1.977271320001720437e-08,7.915796927013126740e-08,3.971176009521381863e-09,3.798544095859032338e-08,3.210662276703740492e-08,1.023112128862747067e-08,1.878695143480439104e-08,1.118972331248589339e-08,5.506033780157825384e-09,1.647814706189726441e-08,1.948781008117928894e-09,1.591364406509602231e-08,2.222083492424787610e-09,3.263297650412343504e-08,1.155683065993711095e-13,1.741335363624391442e-09,5.500157262420348623e-10,3.078911124981488212e-08,1.746273393026381270e-07,2.975394114253446324e-08,2.130337096042427951e-08,5.690334475719539924e-09,5.171581927548413844e-09,5.500029844457328110e-08,7.527086271968493029e-09,1.417902053158815885e-08,9.552054294807858308e-08,3.032791943883718634e-09,2.499874351728298054e-09,1.635990674160420634e-09,7.606197542046439726e-10,3.152252392967185618e-09,6.107811492273856270e-09,1.924019688185919923e-09,2.604116152666996467e-09,3.079249347344913282e-10,1.163498491460738901e-08,8.751948161869133944e-09
4.390000000000000000e+02,6.406688005218129847e-14,1.067574733792986700e-09,9.697197936793857095e-11,1.752549537816024217e-13,8.535201795868173034e-11,3.439661744219197655e-09,3.129615518113860330e-11,2.281887586649229894e-08,8.368135971244643832e-09,3.849377515796427104e-08,6.287904361105123797e-09,5.091901958452300622e-09,5.200283990670597749e-09,1.117163937821225283e-08,1.926980779839765664e-09,9.356890024429251111e-08,1.561001024440021475e-09,2.220842262087630005e-08,1.980359403795813326e-08,7.103475166816392496e-08,3.467374793275654073e-09,3.220770197331865134e-08,2.981600976649094011e-08,9.187479388145476547e-09,1.934249772469379330e-08,9.799658166001563566e-09,4.199982842285476915e-09,1.402130524564084004e-08,1.588050694699047297e-09,1.389150290138505267e-08,2.272168921677017877e-09,3.497181044709390313e-08,1.039462659316094371e-13,1.850707591592835665e-09,5.735798514272341298e-10,3.065743637051773578e-08,1.687884529959553560e-07,2.812600678874510468e-08,2.588010545053330203e-08,5.189473224837494644e-09,3.753326523295706051e-09,5.312830644574137005e-08,5.979879114865692049e-09,1.231396772214468867e-08,8.918149929059111003e-08,2.731108704936933695e-09,2.117607292470817664e-09,1.634702998464324175e-09,5.771952245914628989e-10,2.308475503283204432e-09,5.407445346749180753e-09,1.510977882736867423e-09,2.213716061230350416e-09,2.420973193111684212e-10,8.904754577931423965e-09,6.789261028884071750e-09
