time_s,x_0,x_1,x_2,x_3,d_0,d_1,d_2,d_3,u_0,u_1,u_2,u_3,a_0,a_1,a_2,a_3,e_0,e_1,e_2,e_3
1.099999999999999936e-02,3.103940089596766705e-01,1.884659989961924298e-01,1.773878802647432251e-01,6.960949688629324006e-02,2.004216254898927123e-03,5.360842770128143109e-04,1.819547767830333521e-03,9.938673055086684428e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.004216254898927123e-03,5.360842770128143109e-04,1.819547767830333521e-03,9.938673055086684428e-05
1.149999999999999981e-02,3.164534184157168362e-01,9.367077564097779641e-02,1.516155367426714751e-01,1.216093170998168438e-01,1.602628152572670248e-03,1.059857369656936558e-03,2.027425444871898668e-03,6.040706210684541064e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.602628152572670248e-03,1.059857369656936558e-03,2.027425444871898668e-03,6.040706210684541064e-04
1.200000000000000025e-02,9.018919216812608386e-02,7.711163625609331052e-02,1.040577918520772666e-01,7.622094094484797855e-02,1.698337518497995691e-03,-4.222334223864796280e-05,5.868553531175038293e-04,-5.834788864884043981e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.698337518497995691e-03,-4.222334223864796280e-05,5.868553531175038293e-04,-5.834788864884043981e-04
1.250000000000000069e-02,-1.489415113630457588e-01,2.140806040997432214e-01,1.074955697551799871e-01,-3.473934396545422243e-02,2.021780250959617168e-03,8.989236037898646085e-04,8.182391585541981018e-04,1.170878917978642950e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.021780250959617168e-03,8.989236037898646085e-04,8.182391585541981018e-04,1.170878917978642950e-03
1.299999999999999940e-02,-9.009115269184754526e-02,4.132341949667240888e-01,2.020139518010544977e-01,-7.865996090861131218e-02,1.011148585464233642e-03,5.816683519809157966e-05,2.824164733985769725e-04,-4.531857544881478942e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.011148585464233642e-03,5.816683519809157966e-05,2.824164733985769725e-04,-4.531857544881478942e-04
1.349999999999999985e-02,3.112854508955104071e-01,4.763109106439436524e-01,3.387532888842437195e-01,4.057586874591619097e-02,1.488579243578957642e-03,4.481412967336961990e-03,1.347455325850272336e-03,6.418346133010431782e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.488579243578957642e-03,4.481412967336961990e-03,1.347455325850272336e-03,6.418346133010431782e-05
1.400000000000000029e-02,6.791815005044051778e-01,2.984675740779245134e-01,3.963674229488656220e-01,2.359443736262321623e-01,4.709024930879551415e-03,2.825911289477046895e-03,2.868239353930083450e-03,-8.084957963366495122e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.709024930879551415e-03,2.825911289477046895e-03,2.868239353930083450e-03,-8.084957963366495122e-04
1.450000000000000074e-02,5.012454221029478685e-01,3.017957322184175104e-03,2.680106994643663976e-01,2.608984124723379705e-01,4.742454063267263938e-03,2.479231604879218037e-03,3.667478678097155741e-03,1.200111908633198212e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.742454063267263938e-03,2.479231604879218037e-03,3.667478678097155741e-03,1.200111908633198212e-03
1.499999999999999944e-02,-3.580159223023208770e-01,-1.570956744762231072e-01,-6.612786546755052008e-02,-7.405792174497058400e-02,4.439448755939531810e-03,1.448436820834931920e-03,7.667590651359950087e-04,2.502396545254065036e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.439448755939531810e-03,1.448436820834931920e-03,7.667590651359950087e-04,2.502396545254065036e-03
1.549999999999999989e-02,-1.424510577577484227e+00,-8.346952251316364091e-02,-5.259566354527522858e-01,-6.553341003466863768e-01,2.256658159715033661e-03,3.829507973744952515e-03,3.057523337535035871e-03,6.022939715626567710e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.256658159715033661e-03,3.829507973744952515e-03,3.057523337535035871e-03,6.022939715626567710e-04
1.600000000000000033e-02,-1.965949531026337294e+00,1.125928979884846005e-02,-9.766105564226197355e-01,-1.055589130630043115e+00,3.133898852122850558e-04,7.889149675750391222e-03,5.625908618470477733e-03,-3.366864367397889683e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.133898852122850558e-04,7.889149675750391222e-03,5.625908618470477733e-03,-3.366864367397889683e-04
1.650000000000000078e-02,-1.637790546116020041e+00,-2.273423234213512167e-01,-1.270721566691884741e+00,-8.393622509021777534e-01,3.706301168456362094e-03,8.036900706486117471e-03,7.712373620448424207e-03,-6.452925563101279561e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.706301168456362094e-03,8.036900706486117471e-03,7.712373620448424207e-03,-6.452925563101279561e-04
1.700000000000000122e-02,-8.108221022855963689e-01,-9.116459053150598457e-01,-1.261206859684329107e+00,5.434981757063435392e-02,1.025540333318008396e-02,6.755940545617534002e-03,9.885038179931748825e-03,2.666954607275960881e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.025540333318008396e-02,6.755940545617534002e-03,9.885038179931748825e-03,2.666954607275960881e-03
1.750000000000000167e-02,-2.281042093855192299e-01,-1.696047160815090438e+00,-8.305665555722137050e-01,1.171166246376660336e+00,1.179110610183890101e-02,4.653148407920627144e-03,7.289445419782738383e-03,5.558739637522963281e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.179110610183890101e-02,4.653148407920627144e-03,7.289445419782738383e-03,5.558739637522963281e-03
1.799999999999999864e-02,-2.864570553844465461e-01,-2.012157118955235635e+00,2.684766335650656116e-02,1.818256515762689984e+00,6.064029036081480979e-03,4.998751804749540506e-03,7.248750090506991643e-03,7.913856215853727616e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.064029036081480979e-03,4.998751804749540506e-03,7.248750090506991643e-03,7.913856215853727616e-03
1.849999999999999908e-02,-6.597944033016802656e-01,-1.574364585618356571e+00,1.085218105244887488e+00,1.553736134519405176e+00,-6.913344573391821957e-04,1.218325832788422734e-02,4.681869817445369168e-03,5.749337511785546431e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.913344573391821957e-04,1.218325832788422734e-02,4.681869817445369168e-03,5.749337511785546431e-03
1.899999999999999953e-02,-6.448876513240960895e-01,-6.934635993295523715e-01,1.869690985375750847e+00,4.954348774619595219e-01,1.708424237091300205e-03,1.873301888521486380e-02,1.045444980777562004e-02,1.131377018832106264e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.708424237091300205e-03,1.873301888521486380e-02,1.045444980777562004e-02,1.131377018832106264e-03
1.949999999999999997e-02,1.042653344036229141e-01,-3.554726297248557432e-02,1.869549840226772952e+00,-7.749710664207224431e-01,1.212886729298090840e-02,1.855612864881081223e-02,1.698430138667917852e-02,1.758530972101283053e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.212886729298090840e-02,1.855612864881081223e-02,1.698430138667917852e-02,1.758530972101283053e-03
2.000000000000000042e-02,1.188152391434011523e+00,-2.746804482329068264e-02,8.927879886810993204e-01,-1.619801452207803472e+00,2.229845678719536220e-02,1.377164412352718109e-02,1.764268288143855043e-02,1.063802380255442388e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.229845678719536220e-02,1.377164412352718109e-02,1.764268288143855043e-02,1.063802380255442388e-02
2.050000000000000086e-02,1.807076705403142025e+00,-4.594015085957869338e-01,-6.734690548146575750e-01,-1.718500955701663058e+00,2.256400430019416675e-02,5.611520277123405002e-03,1.357098860323101286e-02,1.363870657737006886e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.256400430019416675e-02,5.611520277123405002e-03,1.357098860323101286e-02,1.363870657737006886e-02
2.100000000000000130e-02,1.517715372463484425e+00,-6.913541727391159242e-01,-1.980510126605165899e+00,-1.170356361199624162e+00,-1.349957526488708252e-03,2.527956075694772972e-03,2.766734000583349201e-03,9.431938340648607366e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.349957526488708252e-03,2.527956075694772972e-03,2.766734000583349201e-03,9.431938340648607366e-03
2.149999999999999828e-02,6.689062741577741500e-01,-2.760364170644223347e-01,-2.226777733084494670e+00,-3.300268035982995007e-01,-3.652324916978484659e-02,6.245899792856111563e-03,-1.198027559865067794e-02,-9.323554262214385144e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.652324916978484659e-02,6.245899792856111563e-03,-1.198027559865067794e-02,-9.323554262214385144e-03
2.199999999999999872e-02,9.152400080790366876e-02,5.889633659481640082e-01,-1.248648360511828370e+00,4.203413771273808441e-01,-6.100015604959064391e-02,3.779460592401575822e-03,-2.732748264956468345e-02,-3.039896447573832081e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.100015604959064391e-02,3.779460592401575822e-03,-2.732748264956468345e-02,-3.039896447573832081e-02
2.249999999999999917e-02,3.429086656819939072e-01,1.233467063043080181e+00,2.919161920967471291e-01,7.988872112681423276e-01,-6.398721717913334606e-02,-1.293782030864279627e-02,-4.060179732564101612e-02,-3.778184271191954713e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.398721717913334606e-02,-1.293782030864279627e-02,-4.060179732564101612e-02,-3.778184271191954713e-02
2.299999999999999961e-02,1.192695762886097022e+00,1.154349308650377770e+00,1.342085012474074190e+00,6.688121329426762740e-01,-4.798069811048674693e-02,-4.584849399238398460e-02,-4.973238733640411580e-02,-1.960541377928652282e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.798069811048674693e-02,-4.584849399238398460e-02,-4.973238733640411580e-02,-1.960541377928652282e-02
2.350000000000000006e-02,1.799320537804177444e+00,5.036700933843053507e-01,1.212596529057181627e+00,7.835791007084393078e-02,-2.643214073476140430e-02,-8.318090181601801858e-02,-4.648372024144286491e-02,1.680703089474978526e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.643214073476140430e-02,-8.318090181601801858e-02,-4.648372024144286491e-02,1.680703089474978526e-02
2.400000000000000050e-02,1.402538054878478491e+00,-5.503910120823100188e-02,9.544818682221514750e-02,-6.969006192139864941e-01,-2.263174122913487463e-02,-9.780994714645695198e-02,-3.278148018718075873e-02,4.147939641733268401e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.263174122913487463e-02,-9.780994714645695198e-02,-3.278148018718075873e-02,4.147939641733268401e-02
2.450000000000000094e-02,-5.052970844706774350e-02,2.512909597388079952e-02,-1.095717039618513189e+00,-1.231112175103750150e+00,-3.247049356233734640e-02,-8.004112836028103029e-02,1.134428872116765782e-04,4.061311628727437562e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.247049356233734640e-02,-8.004112836028103029e-02,1.134428872116765782e-04,4.061311628727437562e-02
2.500000000000000139e-02,-1.826857768076218358e+00,6.712550810949673430e-01,-1.438643679299067113e+00,-1.184194770893497894e+00,-3.289107203726401168e-02,-3.715304791760436903e-02,3.711439985150485205e-02,4.519650950527340921e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.289107203726401168e-02,-3.715304791760436903e-02,3.711439985150485205e-02,4.519650950527340921e-03
2.549999999999999836e-02,-2.881605608398972063e+00,1.282240171249962479e+00,-6.960245466524751512e-01,-5.553763648409193454e-01,-9.512138927967019042e-03,-7.509654317896850926e-04,5.494437536568176628e-02,-3.970069927062007398e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.512138927967019042e-03,-7.509654317896850926e-04,5.494437536568176628e-02,-3.970069927062007398e-02
2.599999999999999881e-02,-2.544910384684403670e+00,1.317797919276211704e+00,5.594508131956481556e-01,2.794322673428322190e-01,2.471473980362470096e-02,1.426271842919863211e-02,4.060038817460245864e-02,-6.943825406007717027e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.471473980362470096e-02,1.426271842919863211e-02,4.060038817460245864e-02,-6.943825406007717027e-02
2.649999999999999925e-02,-9.598760337026360778e-01,8.041105316808365711e-01,1.459620193455238191e+00,8.587787929724118863e-01,5.370863255696906036e-02,-4.742215134352701419e-04,-3.063981740525292038e-03,-6.470752387538057648e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.370863255696906036e-02,-4.742215134352701419e-04,-3.063981740525292038e-03,-6.470752387538057648e-02
2.699999999999999969e-02,9.811059854698069849e-01,2.733330948554604234e-01,1.523669945359389821e+00,1.013306054876351725e+00,5.667334181562538181e-02,-1.405171381677734407e-02,-5.541186641068390067e-02,-3.674681055961480369e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.667334181562538181e-02,-1.405171381677734407e-02,-5.541186641068390067e-02,-3.674681055961480369e-02
2.750000000000000014e-02,2.161745698799451443e+00,2.151010979665510803e-01,9.250903314607337169e-01,9.696685012160757289e-01,3.254361171477684195e-02,-1.400696435317598000e-02,-8.174372792945416855e-02,-9.975529832787599204e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.254361171477684195e-02,-1.400696435317598000e-02,-8.174372792945416855e-02,-9.975529832787599204e-04
2.800000000000000058e-02,1.939795388237429252e+00,6.040514864134167716e-01,1.813212616073506533e-01,1.066503344321715785e+00,1.067129872280209169e-02,3.770395883744066812e-03,-6.128409260536641506e-02,2.439102924609696729e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.067129872280209169e-02,3.770395883744066812e-03,-6.128409260536641506e-02,2.439102924609696729e-02
2.850000000000000103e-02,5.641334890933618063e-01,9.382354712425247101e-01,-3.689471663486824649e-01,1.330093793204881747e+00,5.512198674650563984e-03,2.558231047481648521e-02,-1.085736407381042261e-02,2.655374422390728920e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.512198674650563984e-03,2.558231047481648521e-02,-1.085736407381042261e-02,2.655374422390728920e-02
2.900000000000000147e-02,-9.828693659806195804e-01,7.395929374392556932e-01,-7.942311042291517742e-01,1.377379601859193281e+00,2.582822157132383042e-02,3.049691535116723709e-02,3.903283482971089957e-02,1.483548864540655543e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.582822157132383042e-02,3.049691535116723709e-02,3.903283482971089957e-02,1.483548864540655543e-02
2.949999999999999845e-02,-1.672450347502752344e+00,3.347412224821372240e-02,-1.306991471045605646e+00,7.955319519742002354e-01,5.158455061974072386e-02,2.435850591005648408e-02,4.903298760710693427e-02,-1.972499788896234750e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.158455061974072386e-02,2.435850591005648408e-02,4.903298760710693427e-02,-1.972499788896234750e-04
