time_s,x_0,x_1,x_2,x_3,d_0,d_1,d_2,d_3,u_0,u_1,u_2,u_3,a_0,a_1,a_2,a_3,e_0,e_1,e_2,e_3
5.000000000000000104e-03,2.374181790015366181e-02,1.200375246853840894e-02,1.272929568621925835e-02,1.243418013034122867e-03,-4.084951468894409434e-05,1.141922955218085045e-03,1.653147164541677585e-03,-1.456383058885348534e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.084951468894409434e-05,1.141922955218085045e-03,1.653147164541677585e-03,-1.456383058885348534e-03
5.499999999999999681e-03,4.786740378601506835e-02,1.606965336773937209e-03,1.516589169211620888e-02,1.462215356676445713e-02,-9.434846901384818119e-04,-6.667007369082161936e-04,1.161719328818390778e-03,-1.337459800981566057e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.434846901384818119e-04,-6.667007369082161936e-04,1.161719328818390778e-03,-1.337459800981566057e-04
6.000000000000000125e-03,3.734967517707510343e-02,-8.935470708132931678e-03,9.115053019283595251e-03,1.754283362077401973e-02,1.492582697428392275e-03,-1.547471013611238788e-03,-6.012419311479988470e-04,1.229527172079036357e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.492582697428392275e-03,-1.547471013611238788e-03,-6.012419311479988470e-04,1.229527172079036357e-03
6.499999999999999702e-03,-9.058045774710895724e-04,2.079862749653559311e-03,5.627758099266539499e-03,4.017411258453247765e-03,5.105457631218039737e-04,2.936083738370151347e-05,8.839706201688428020e-04,6.637289279771799470e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.105457631218039737e-04,2.936083738370151347e-05,8.839706201688428020e-04,6.637289279771799470e-04
7.000000000000000146e-03,-1.714881178245923274e-02,3.822368466928673797e-02,1.777386962721399719e-02,-1.166736737183731755e-02,3.936988779497141737e-04,8.396143501188018179e-04,1.157043674932462744e-03,1.200864904076765329e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.936988779497141737e-04,8.396143501188018179e-04,1.157043674932462744e-03,1.200864904076765329e-03
7.499999999999999722e-03,3.271609255343219114e-02,7.173541733351627980e-02,4.523481805815984108e-02,-8.588137202071889631e-03,1.304454009925347033e-03,1.204065719373583528e-03,-1.841592516686489569e-03,-9.158323495657882040e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.304454009925347033e-03,1.204065719373583528e-03,-1.841592516686489569e-03,-9.158323495657882040e-04
8.000000000000000167e-03,1.213296326937581410e-01,7.133785279954875380e-02,6.662430960873737262e-02,1.917973356130547521e-02,-1.033745818504791482e-03,-1.012892526710806092e-03,-6.180340499133517166e-04,-1.435525481660270691e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.033745818504791482e-03,-1.012892526710806092e-03,-6.180340499133517166e-04,-1.435525481660270691e-03
8.500000000000000611e-03,1.606197839503879787e-01,3.860248906143887160e-02,6.498767277095662820e-02,4.841454062986025320e-02,-2.203156387563510153e-05,3.520006123894178665e-04,3.179117953529340523e-05,-2.601520383326514101e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.203156387563510153e-05,3.520006123894178665e-04,3.179117953529340523e-05,-2.601520383326514101e-05
8.999999999999999320e-03,9.438587753085111998e-02,2.428861199694259607e-02,4.772447959168231446e-02,4.289377829805703091e-02,-1.635727315069369697e-03,-5.626738684519482381e-04,6.919041255738867056e-04,1.530846119616855686e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.635727315069369697e-03,-5.626738684519482381e-04,6.919041255738867056e-04,1.530846119616855686e-03
9.499999999999999764e-03,-1.222964522934809339e-02,7.580793918320939684e-02,4.718562490064508869e-02,-3.016870457832567160e-04,5.579737369441635899e-04,4.905760383576193272e-04,9.996165907549966166e-04,1.129473416333162152e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.579737369441635899e-04,4.905760383576193272e-04,9.996165907549966166e-04,1.129473416333162152e-03
1.000000000000000021e-02,-2.102247104408194039e-02,1.721933945900206431e-01,8.656921599622686980e-02,-3.578305289631721758e-02,-1.291888242997378663e-03,-1.090785679137920529e-03,-1.822546901659968560e-04,-1.676174008689530325e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.291888242997378663e-03,-1.090785679137920529e-03,-1.822546901659968560e-04,-1.676174008689530325e-03
1.050000000000000065e-02,1.275991696704351364e-01,2.296746437864022883e-01,1.469183925756999409e-01,-9.524082686579790971e-03,1.417431850726668394e-03,8.098930211885387769e-04,1.763344762438246024e-03,-1.301978356951412948e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.417431850726668394e-03,8.098930211885387769e-04,1.763344762438246024e-03,-1.301978356951412948e-03
